Date,high,low,open,close,volume,Adj Close
2017-01-06,18325.5,18157.30078125,18168.44921875,18264.0,0.0,18264.0
2017-01-09,18373.099609375,18256.150390625,18314.25,18286.650390625,0.0,18286.650390625
2017-01-10,18441.150390625,18275.75,18351.44921875,18409.599609375,0.0,18409.599609375
2017-01-11,18889.44921875,18515.25,18535.349609375,18830.0,0.0,18830.0
2017-01-12,18966.30078125,18805.849609375,18885.44921875,18873.94921875,0.0,18873.94921875
2017-01-13,18952.25,18781.25,18949.69921875,18912.099609375,0.0,18912.099609375
2017-01-16,19134.5,18865.25,18899.69921875,19096.44921875,0.0,19096.44921875
2017-01-17,19202.25,18981.849609375,19128.150390625,19067.05078125,0.0,19067.05078125
2017-01-18,19276.5,19072.099609375,19074.849609375,19164.5,0.0,19164.5
2017-01-19,19185.30078125,19046.099609375,19165.349609375,19124.25,0.0,19124.25
2017-01-20,19071.650390625,18793.05078125,18996.599609375,18820.80078125,0.0,18820.80078125
2017-01-23,18909.650390625,18722.849609375,18762.0,18842.69921875,0.0,18842.69921875
2017-01-24,19054.30078125,18906.94921875,18931.0,19023.5,0.0,19023.5
2017-01-25,19518.44921875,19114.150390625,19120.05078125,19473.19921875,0.0,19473.19921875
2017-01-27,19794.94921875,19534.900390625,19588.400390625,19708.30078125,0.0,19708.30078125
2017-01-30,19767.05078125,19561.099609375,19718.80078125,19585.25,0.0,19585.25
2017-01-31,19624.099609375,19435.44921875,19533.19921875,19515.150390625,0.0,19515.150390625
2017-02-01,20047.849609375,19470.94921875,19522.400390625,20020.599609375,0.0,20020.599609375
2017-02-02,20146.900390625,19915.19921875,20053.94921875,20070.30078125,0.0,20070.30078125
2017-02-03,20229.650390625,20009.94921875,20061.900390625,20196.80078125,0.0,20196.80078125
2017-02-06,20462.44921875,20298.05078125,20307.150390625,20371.599609375,0.0,20371.599609375
2017-02-07,20426.94921875,20281.5,20367.30078125,20327.25,0.0,20327.25
2017-02-08,20362.80078125,20070.150390625,20335.25,20245.400390625,0.0,20245.400390625
2017-02-09,20406.599609375,20000.349609375,20312.650390625,20151.150390625,0.0,20151.150390625
2017-02-10,20310.0,20167.099609375,20225.75,20213.900390625,0.0,20213.900390625
2017-02-13,20308.69921875,20116.900390625,20273.650390625,20251.80078125,0.0,20251.80078125
2017-02-14,20314.05078125,20158.849609375,20304.5,20258.099609375,0.0,20258.099609375
2017-02-15,20368.19921875,20115.849609375,20282.099609375,20163.69921875,0.0,20163.69921875
2017-02-16,20295.55078125,20088.19921875,20243.25,20243.69921875,0.0,20243.69921875
2017-02-17,21042.349609375,20449.650390625,20918.44921875,20551.349609375,0.0,20551.349609375
2017-02-20,20702.599609375,20472.400390625,20494.849609375,20677.099609375,0.0,20677.099609375
2017-02-21,20903.349609375,20619.25,20695.900390625,20860.94921875,0.0,20860.94921875
2017-02-22,20958.25,20829.650390625,20937.599609375,20868.44921875,0.0,20868.44921875
2017-02-23,21011.900390625,20828.400390625,20887.650390625,20876.650390625,0.0,20876.650390625
2017-02-27,20853.44921875,20584.75,20853.44921875,20613.05078125,0.0,20613.05078125
2017-02-28,20681.30078125,20560.599609375,20632.849609375,20607.25,0.0,20607.25
2017-03-01,20833.75,20678.75,20698.900390625,20783.75,0.0,20783.75
2017-03-02,20905.0,20516.900390625,20885.0,20560.05078125,0.0,20560.05078125
2017-03-03,20580.44921875,20423.349609375,20572.849609375,20495.599609375,0.0,20495.599609375
2017-03-06,20727.5,20532.19921875,20548.94921875,20663.650390625,0.0,20663.650390625
2017-03-07,20701.25,20585.94921875,20685.94921875,20627.5,0.0,20627.5
2017-03-08,20715.19921875,20534.25,20630.150390625,20676.55078125,0.0,20676.55078125
2017-03-09,20780.25,20603.900390625,20620.55078125,20721.349609375,0.0,20721.349609375
2017-03-10,20876.94921875,20648.80078125,20825.900390625,20727.55078125,0.0,20727.55078125
2017-03-14,21274.44921875,21059.69921875,21189.849609375,21102.69921875,0.0,21102.69921875
2017-03-15,21216.900390625,21063.94921875,21089.400390625,21157.900390625,0.0,21157.900390625
2017-03-16,21289.80078125,21194.25,21237.5,21249.900390625,0.0,21249.900390625
2017-03-17,21336.05078125,21127.94921875,21308.44921875,21175.05078125,0.0,21175.05078125
2017-03-20,21202.55078125,21084.80078125,21202.55078125,21110.25,0.0,21110.25
2017-03-21,21146.5,20967.0,21110.650390625,21019.0,0.0,21019.0
2017-03-22,20899.0,20753.900390625,20815.349609375,20781.349609375,0.0,20781.349609375
2017-03-23,20934.75,20775.349609375,20848.75,20895.5,0.0,20895.5
2017-03-24,21174.099609375,20929.150390625,20987.599609375,21122.55078125,0.0,21122.55078125
2017-03-27,21179.19921875,20979.55078125,21178.099609375,21056.900390625,0.0,21056.900390625
2017-03-28,21264.94921875,21145.0,21229.0,21225.400390625,0.0,21225.400390625
2017-03-29,21418.599609375,21255.75,21291.44921875,21391.150390625,0.0,21391.150390625
2017-03-30,21696.0,21331.900390625,21374.349609375,21620.69921875,0.0,21620.69921875
2017-03-31,21574.150390625,21414.0,21551.849609375,21444.150390625,0.0,21444.150390625
2017-04-03,21565.44921875,21408.599609375,21539.19921875,21547.75,0.0,21547.75
2017-04-05,21699.30078125,21499.75,21602.19921875,21652.69921875,0.0,21652.69921875
2017-04-06,21674.0,21488.900390625,21572.69921875,21622.94921875,0.0,21622.94921875
2017-04-07,21616.849609375,21397.0,21536.5,21431.150390625,0.0,21431.150390625
2017-04-10,21552.099609375,21396.05078125,21492.05078125,21520.150390625,0.0,21520.150390625
2017-04-11,21753.349609375,21483.55078125,21521.44921875,21736.150390625,0.0,21736.150390625
2017-04-12,21787.099609375,21551.75,21735.650390625,21666.80078125,0.0,21666.80078125
2017-04-13,21758.849609375,21627.0,21651.25,21686.599609375,0.0,21686.599609375
2017-04-17,21743.30078125,21576.75,21700.5,21647.599609375,0.0,21647.599609375
2017-04-18,21947.0,21634.150390625,21706.05078125,21671.849609375,0.0,21671.849609375
2017-04-19,21706.30078125,21470.19921875,21674.099609375,21556.349609375,0.0,21556.349609375
2017-04-20,21558.849609375,21396.0,21419.44921875,21491.400390625,0.0,21491.400390625
2017-04-21,21614.55078125,21386.19921875,21567.5,21551.44921875,0.0,21551.44921875
2017-04-24,21884.849609375,21578.650390625,21591.900390625,21857.400390625,0.0,21857.400390625
2017-04-25,22093.25,21900.30078125,21960.650390625,22054.69921875,0.0,22054.69921875
2017-04-26,22276.05078125,21814.900390625,22158.650390625,22242.849609375,0.0,22242.849609375
2017-04-27,22380.849609375,22169.80078125,22274.05078125,22326.30078125,0.0,22326.30078125
2017-04-28,22383.0,22182.55078125,22296.80078125,22358.25,0.0,22358.25
2017-05-02,22492.150390625,22266.150390625,22412.55078125,22341.349609375,0.0,22341.349609375
2017-05-03,22449.0,22240.05078125,22445.849609375,22307.30078125,0.0,22307.30078125
2017-05-04,22743.69921875,22449.900390625,22618.30078125,22720.099609375,0.0,22720.099609375
2017-05-05,22853.55078125,22514.0,22844.849609375,22604.94921875,0.0,22604.94921875
2017-05-08,22835.150390625,22632.5,22678.44921875,22767.349609375,0.0,22767.349609375
2017-05-09,22835.349609375,22664.349609375,22820.80078125,22707.30078125,0.0,22707.30078125
2017-05-10,22859.400390625,22742.05078125,22767.75,22830.349609375,0.0,22830.349609375
2017-05-11,22977.849609375,22764.650390625,22916.05078125,22818.44921875,0.0,22818.44921875
2017-05-12,22859.150390625,22578.0,22840.400390625,22671.69921875,0.0,22671.69921875
2017-05-15,22891.69921875,22730.349609375,22735.849609375,22821.5,0.0,22821.5
2017-05-16,22944.099609375,22727.650390625,22857.599609375,22928.599609375,0.0,22928.599609375
2017-05-17,22978.150390625,22830.099609375,22972.349609375,22935.94921875,0.0,22935.94921875
2017-05-18,22834.55078125,22660.19921875,22750.44921875,22698.599609375,0.0,22698.599609375
2017-05-19,22902.25,22628.44921875,22761.94921875,22769.80078125,0.0,22769.80078125
2017-05-22,22918.349609375,22637.75,22874.80078125,22652.849609375,0.0,22652.849609375
2017-05-23,22740.400390625,22492.19921875,22674.900390625,22582.80078125,0.0,22582.80078125
2017-05-24,22673.400390625,22469.80078125,22624.5,22536.30078125,0.0,22536.30078125
2017-05-25,23267.80078125,22570.349609375,22573.650390625,23190.80078125,0.0,23190.80078125
2017-05-26,23408.349609375,23092.349609375,23151.400390625,23362.19921875,0.0,23362.19921875
2017-05-29,23464.0,23141.150390625,23310.599609375,23182.75,0.0,23182.75
2017-05-30,23337.150390625,23093.94921875,23142.099609375,23307.25,0.0,23307.25
2017-05-31,23469.44921875,23248.5,23321.19921875,23424.80078125,0.0,23424.80078125
2017-06-01,23396.150390625,23224.05078125,23394.099609375,23310.150390625,0.0,23310.150390625
2017-06-02,23453.30078125,23308.400390625,23435.19921875,23375.900390625,0.0,23375.900390625
2017-06-05,23494.69921875,23349.94921875,23397.400390625,23459.650390625,0.0,23459.650390625
2017-06-06,23536.099609375,23381.69921875,23523.05078125,23416.30078125,0.0,23416.30078125
2017-06-07,23606.150390625,23427.55078125,23482.849609375,23567.650390625,0.0,23567.650390625
2017-06-08,23659.099609375,23514.19921875,23630.349609375,23536.099609375,0.0,23536.099609375
2017-06-09,23708.650390625,23476.849609375,23483.94921875,23690.900390625,0.0,23690.900390625
2017-06-12,23630.099609375,23441.80078125,23610.150390625,23470.44921875,0.0,23470.44921875
2017-06-13,23615.19921875,23446.900390625,23447.0,23477.849609375,0.0,23477.849609375
2017-06-14,23562.80078125,23399.400390625,23555.30078125,23498.69921875,0.0,23498.69921875
2017-06-15,23473.30078125,23311.849609375,23444.69921875,23391.75,0.0,23391.75
2017-06-16,23527.650390625,23391.0,23448.599609375,23502.75,0.0,23502.75
2017-06-19,23806.650390625,23535.69921875,23571.349609375,23742.150390625,0.0,23742.150390625
2017-06-20,23760.349609375,23651.19921875,23720.599609375,23697.94921875,0.0,23697.94921875
2017-06-21,23760.75,23610.19921875,23638.150390625,23708.75,0.0,23708.75
2017-06-22,23897.849609375,23694.150390625,23716.849609375,23736.099609375,0.0,23736.099609375
2017-06-23,23786.5,23507.5,23772.30078125,23542.75,0.0,23542.75
2017-06-27,23640.099609375,23055.75,23636.94921875,23216.25,0.0,23216.25
2017-06-28,23322.55078125,23113.650390625,23209.55078125,23235.849609375,0.0,23235.849609375
2017-06-29,23476.0,23124.349609375,23312.400390625,23227.30078125,0.0,23227.30078125
2017-06-30,23254.099609375,22996.400390625,23137.25,23211.19921875,0.0,23211.19921875
2017-07-03,23330.099609375,23144.30078125,23240.349609375,23272.80078125,0.0,23272.80078125
2017-07-04,23363.05078125,23163.69921875,23325.5,23214.19921875,0.0,23214.19921875
2017-07-05,23380.349609375,23205.55078125,23241.900390625,23352.599609375,0.0,23352.599609375
2017-07-06,23540.150390625,23369.5,23399.5,23466.650390625,0.0,23466.650390625
2017-07-07,23492.599609375,23400.599609375,23463.75,23449.150390625,0.0,23449.150390625
2017-07-10,23964.80078125,23289.900390625,23583.25,23675.05078125,0.0,23675.05078125
2017-07-11,23744.55078125,23552.599609375,23744.55078125,23584.599609375,0.0,23584.599609375
2017-07-12,23736.55078125,23523.650390625,23623.75,23695.44921875,0.0,23695.44921875
2017-07-13,23938.0,23811.0,23817.25,23888.650390625,0.0,23888.650390625
2017-07-14,23963.650390625,23755.94921875,23949.5,23937.69921875,0.0,23937.69921875
2017-07-17,24066.099609375,23913.650390625,24011.400390625,24015.05078125,0.0,24015.05078125
2017-07-18,24147.44921875,23942.099609375,23958.150390625,24022.05078125,0.0,24022.05078125
2017-07-19,24180.75,24053.69921875,24069.19921875,24152.650390625,0.0,24152.650390625
2017-07-20,24299.599609375,24170.650390625,24170.650390625,24213.349609375,0.0,24213.349609375
2017-07-21,24289.30078125,24066.900390625,24231.400390625,24257.05078125,0.0,24257.05078125
2017-07-24,24460.55078125,24234.650390625,24307.69921875,24420.849609375,0.0,24420.849609375
2017-07-25,24624.650390625,24450.19921875,24622.900390625,24520.69921875,0.0,24520.69921875
2017-07-26,24720.900390625,24484.900390625,24578.150390625,24670.69921875,0.0,24670.69921875
2017-07-27,25032.25,24799.400390625,24857.5,24922.400390625,0.0,24922.400390625
2017-07-28,24859.75,24651.05078125,24744.55078125,24811.30078125,0.0,24811.30078125
2017-07-31,25168.099609375,24828.5,24880.599609375,25103.650390625,0.0,25103.650390625
2017-08-01,25179.5,25000.900390625,25152.849609375,25122.80078125,0.0,25122.80078125
2017-08-02,25198.80078125,24926.25,25190.400390625,25055.19921875,0.0,25055.19921875
2017-08-03,25005.150390625,24619.599609375,25002.849609375,24675.05078125,0.0,24675.05078125
2017-08-04,24879.69921875,24591.80078125,24629.5,24827.44921875,0.0,24827.44921875
2017-08-07,24979.349609375,24844.44921875,24854.150390625,24906.349609375,0.0,24906.349609375
2017-08-08,24966.05078125,24534.349609375,24942.19921875,24599.5,0.0,24599.5
2017-08-09,24532.400390625,24328.099609375,24519.25,24374.599609375,0.0,24374.599609375
2017-08-10,24326.900390625,23822.19921875,24300.44921875,24217.349609375,0.0,24217.349609375
2017-08-11,24191.19921875,23868.30078125,23958.25,23985.75,0.0,23985.75
2017-08-14,24212.150390625,24038.150390625,24051.05078125,24115.75,0.0,24115.75
2017-08-16,24461.19921875,23947.44921875,24188.75,24437.69921875,0.0,24437.69921875
2017-08-17,24496.19921875,24121.55078125,24495.19921875,24237.25,0.0,24237.25
2017-08-18,24130.150390625,23925.94921875,24125.30078125,24074.44921875,0.0,24074.44921875
2017-08-21,24258.94921875,23882.25,24140.55078125,23936.5,0.0,23936.5
2017-08-22,24127.44921875,23852.650390625,24080.599609375,23974.44921875,0.0,23974.44921875
2017-08-23,24350.0,24074.150390625,24084.94921875,24316.80078125,0.0,24316.80078125
2017-08-24,24411.05078125,24224.849609375,24374.75,24274.19921875,0.0,24274.19921875
2017-08-28,24422.44921875,24301.349609375,24351.25,24377.099609375,0.0,24377.099609375
2017-08-29,24320.94921875,24103.30078125,24302.0,24128.94921875,0.0,24128.94921875
2017-08-30,24384.099609375,24241.30078125,24253.05078125,24308.69921875,0.0,24308.69921875
2017-08-31,24354.349609375,24207.69921875,24354.349609375,24318.400390625,0.0,24318.400390625
2017-09-01,24494.349609375,24319.19921875,24389.19921875,24434.0,0.0,24434.0
2017-09-05,24388.05078125,24256.30078125,24272.599609375,24328.30078125,0.0,24328.30078125
2017-09-06,24331.30078125,24151.099609375,24192.400390625,24279.150390625,0.0,24279.150390625
2017-09-07,24413.099609375,24246.900390625,24324.849609375,24304.900390625,0.0,24304.900390625
2017-09-08,24419.25,24273.0,24409.5,24370.80078125,0.0,24370.80078125
2017-09-11,24735.349609375,24458.25,24468.5,24672.25,0.0,24672.25
2017-09-12,24821.349609375,24653.599609375,24779.150390625,24784.69921875,0.0,24784.69921875
2017-09-13,24948.80078125,24737.80078125,24818.349609375,24831.80078125,0.0,24831.80078125
2017-09-14,24994.30078125,24815.5,24857.25,24912.25,0.0,24912.25
2017-09-15,24916.849609375,24791.55078125,24840.30078125,24844.30078125,0.0,24844.30078125
2017-09-18,25105.349609375,24941.75,24948.150390625,25046.900390625,0.0,25046.900390625
2017-09-19,25103.44921875,24993.0,25059.75,25041.55078125,0.0,25041.55078125
2017-09-20,25052.599609375,24938.30078125,24984.650390625,24965.05078125,0.0,24965.05078125
2017-09-21,24992.5,24706.44921875,24934.099609375,24799.25,0.0,24799.25
2017-09-22,24709.69921875,24340.0,24704.55078125,24368.849609375,0.0,24368.849609375
2017-09-25,24363.80078125,24015.44921875,24361.55078125,24165.05078125,0.0,24165.05078125
2017-09-26,24236.94921875,24017.400390625,24105.599609375,24199.150390625,0.0,24199.150390625
2017-09-27,24331.849609375,23766.599609375,24308.69921875,23812.94921875,0.0,23812.94921875
2017-09-28,24074.19921875,23611.099609375,23804.05078125,24008.150390625,0.0,24008.150390625
2017-09-29,24227.44921875,24004.80078125,24114.0,24053.0,0.0,24053.0
2017-10-03,24226.80078125,24007.25,24200.599609375,24103.400390625,0.0,24103.400390625
2017-10-04,24230.44921875,24058.650390625,24124.150390625,24113.30078125,0.0,24113.30078125
2017-10-05,24188.30078125,24033.349609375,24114.75,24058.05078125,0.0,24058.05078125
2017-10-06,24242.05078125,24074.349609375,24083.55078125,24190.0,0.0,24190.0
2017-10-09,24311.099609375,24156.05078125,24209.55078125,24251.900390625,0.0,24251.900390625
2017-10-10,24379.75,24273.650390625,24304.80078125,24347.44921875,0.0,24347.44921875
2017-10-11,24460.25,24054.25,24411.44921875,24107.44921875,0.0,24107.44921875
2017-10-12,24393.400390625,23978.400390625,24151.44921875,24361.25,0.0,24361.25
2017-10-13,24779.75,24387.80078125,24411.099609375,24689.150390625,0.0,24689.150390625
2017-10-16,24878.650390625,24516.55078125,24815.400390625,24703.05078125,0.0,24703.05078125
2017-10-17,24809.150390625,24571.849609375,24697.25,24645.599609375,0.0,24645.599609375
2017-10-18,24454.650390625,24270.05078125,24354.75,24313.75,0.0,24313.75
2017-10-19,24255.30078125,23923.69921875,24238.400390625,24009.75,0.0,24009.75
2017-10-23,24151.0,23912.55078125,24085.44921875,24088.900390625,94700.0,24088.900390625
2017-10-24,24293.25,24032.650390625,24141.94921875,24222.150390625,0.0,24222.150390625
2017-10-25,25157.80078125,24560.75,24980.650390625,25035.900390625,0.0,25035.900390625
2017-10-26,25186.05078125,24864.599609375,24953.94921875,25022.19921875,0.0,25022.19921875
2017-10-27,24995.69921875,24798.650390625,24887.599609375,24839.55078125,0.0,24839.55078125
2017-10-30,25064.849609375,24808.55078125,24873.650390625,24988.55078125,0.0,24988.55078125
2017-10-31,25078.650390625,24948.099609375,25042.099609375,25019.349609375,0.0,25019.349609375
2017-11-01,25549.349609375,25171.75,25197.30078125,25490.44921875,0.0,25490.44921875
2017-11-02,25598.75,25405.5,25508.400390625,25427.30078125,0.0,25427.30078125
2017-11-03,25695.5,25394.94921875,25531.400390625,25650.69921875,0.0,25650.69921875
2017-11-06,25694.599609375,25529.5,25569.0,25571.150390625,0.0,25571.150390625
2017-11-07,25695.75,25248.94921875,25669.099609375,25300.80078125,0.0,25300.80078125
2017-11-08,25435.599609375,25119.5,25375.80078125,25184.349609375,0.0,25184.349609375
2017-11-09,25385.19921875,25166.150390625,25281.0,25291.349609375,0.0,25291.349609375
2017-11-10,25598.55078125,25237.19921875,25250.900390625,25498.94921875,0.0,25498.94921875
2017-11-13,25611.55078125,25337.25,25570.25,25358.30078125,0.0,25358.30078125
2017-11-14,25404.80078125,25223.099609375,25352.55078125,25284.599609375,0.0,25284.599609375
2017-11-15,25318.05078125,25166.349609375,25241.650390625,25218.900390625,0.0,25218.900390625
2017-11-16,25496.05078125,25273.69921875,25292.900390625,25446.599609375,0.0,25446.599609375
2017-11-17,25924.900390625,25679.55078125,25875.69921875,25728.400390625,0.0,25728.400390625
2017-11-20,25803.150390625,25681.69921875,25733.69921875,25768.599609375,0.0,25768.599609375
2017-11-21,25871.099609375,25726.5,25829.30078125,25757.5,0.0,25757.5
2017-11-22,25831.94921875,25665.849609375,25805.650390625,25766.650390625,0.0,25766.650390625
2017-11-23,25838.55078125,25620.94921875,25826.30078125,25736.25,76600.0,25736.25
2017-11-24,25849.0,25749.099609375,25776.599609375,25779.650390625,0.0,25779.650390625
2017-11-27,25931.849609375,25673.5,25693.05078125,25891.94921875,0.0,25891.94921875
2017-11-28,25953.5,25795.5,25830.44921875,25846.400390625,0.0,25846.400390625
2017-11-29,25877.75,25746.80078125,25829.650390625,25795.69921875,0.0,25795.69921875
2017-11-30,25700.849609375,25246.849609375,25693.80078125,25332.400390625,0.0,25332.400390625
2017-12-01,25441.349609375,25152.650390625,25409.55078125,25191.94921875,0.0,25191.94921875
2017-12-04,25297.19921875,24993.349609375,25295.05078125,25075.099609375,0.0,25075.099609375
2017-12-05,25217.69921875,24921.30078125,25030.75,25124.849609375,0.0,25124.849609375
2017-12-06,25077.44921875,24813.599609375,25066.30078125,24851.80078125,0.0,24851.80078125
2017-12-07,25097.400390625,24875.349609375,24935.30078125,25057.25,0.0,25057.25
2017-12-08,25367.69921875,25145.5,25145.5,25321.150390625,0.0,25321.150390625
2017-12-11,25448.849609375,25318.69921875,25434.75,25404.849609375,0.0,25404.849609375
2017-12-12,25416.19921875,25108.599609375,25413.400390625,25125.44921875,0.0,25125.44921875
2017-12-13,25270.75,24938.55078125,25118.19921875,25000.349609375,0.0,25000.349609375
2017-12-14,25205.900390625,24888.650390625,25062.400390625,25168.19921875,0.0,25168.19921875
2017-12-15,25559.05078125,25411.25,25487.150390625,25440.30078125,0.0,25440.30078125
2017-12-18,25759.900390625,24617.150390625,25181.75,25594.55078125,0.0,25594.55078125
2017-12-19,25757.94921875,25619.599609375,25640.900390625,25716.19921875,0.0,25716.19921875
2017-12-20,25780.05078125,25566.05078125,25779.05078125,25591.69921875,0.0,25591.69921875
2017-12-21,25629.94921875,25508.900390625,25608.25,25554.30078125,0.0,25554.30078125
2017-12-22,25694.5,25560.5,25615.599609375,25648.55078125,0.0,25648.55078125
2017-12-26,25712.94921875,25545.599609375,25659.75,25675.25,0.0,25675.25
2017-12-27,25733.19921875,25429.55078125,25652.849609375,25496.05078125,0.0,25496.05078125
2017-12-28,25561.94921875,25417.400390625,25463.599609375,25490.0,0.0,25490.0
2017-12-29,25566.400390625,25450.25,25484.849609375,25539.44921875,0.0,25539.44921875
2018-01-02,25425.5,25232.80078125,25382.19921875,25338.25,0.0,25338.25
2018-01-03,25454.900390625,25300.900390625,25425.75,25318.599609375,0.0,25318.599609375
2018-01-04,25490.349609375,25310.30078125,25367.650390625,25462.599609375,0.0,25462.599609375
2018-01-05,25643.349609375,25499.55078125,25524.44921875,25601.849609375,0.0,25601.849609375
2018-01-08,25771.5,25643.80078125,25690.25,25676.099609375,0.0,25676.099609375
2018-01-09,25803.80078125,25617.25,25727.94921875,25703.80078125,0.0,25703.80078125
2018-01-10,25717.599609375,25527.5,25709.900390625,25617.30078125,0.0,25617.30078125
2018-01-11,25694.650390625,25532.25,25628.19921875,25660.900390625,0.0,25660.900390625
2018-01-12,25775.150390625,25557.599609375,25732.400390625,25749.05078125,0.0,25749.05078125
2018-01-15,26091.80078125,25842.94921875,25858.150390625,26069.19921875,0.0,26069.19921875
2018-01-16,26136.400390625,25931.69921875,26129.150390625,25974.900390625,0.0,25974.900390625
2018-01-17,26335.849609375,25922.30078125,25946.150390625,26289.099609375,0.0,26289.099609375
2018-01-18,26887.650390625,26423.75,26762.25,26537.400390625,0.0,26537.400390625
2018-01-19,26957.849609375,26433.55078125,26615.650390625,26909.5,0.0,26909.5
2018-01-22,27074.900390625,26841.19921875,26940.5,27041.19921875,0.0,27041.19921875
2018-01-23,27422.05078125,27066.150390625,27089.94921875,27390.599609375,0.0,27390.599609375
2018-01-24,27479.25,27219.44921875,27310.150390625,27398.55078125,0.0,27398.55078125
2018-01-25,27522.849609375,27151.75,27414.099609375,27445.650390625,0.0,27445.650390625
2018-01-29,27652.05078125,27407.400390625,27446.099609375,27498.44921875,0.0,27498.44921875
2018-01-30,27470.25,27242.05078125,27466.849609375,27269.05078125,0.0,27269.05078125
2018-01-31,27455.75,27116.94921875,27136.25,27379.44921875,0.0,27379.44921875
2018-02-01,27613.5,27046.349609375,27334.849609375,27220.69921875,0.0,27220.69921875
2018-02-02,27017.55078125,26364.05078125,27017.400390625,26451.150390625,0.0,26451.150390625
2018-02-05,26215.099609375,25917.55078125,25968.150390625,26098.75,0.0,26098.75
2018-02-06,26140.599609375,25023.849609375,25140.099609375,25811.30078125,0.0,25811.30078125
2018-02-07,26078.400390625,25558.05078125,26065.400390625,25670.0,0.0,25670.0
2018-02-08,26126.400390625,25637.400390625,25759.849609375,25920.650390625,0.0,25920.650390625
2018-02-09,25598.30078125,25371.0,25466.30078125,25463.650390625,0.0,25463.650390625
2018-02-12,25757.849609375,25485.400390625,25530.099609375,25701.599609375,0.0,25701.599609375
2018-02-14,25810.25,25212.349609375,25810.25,25341.25,0.0,25341.25
2018-02-15,25615.150390625,25295.150390625,25360.900390625,25424.349609375,0.0,25424.349609375
2018-02-16,25601.0,25100.900390625,25511.94921875,25163.900390625,0.0,25163.900390625
2018-02-19,25326.05078125,24824.55078125,25324.599609375,25058.55078125,265300.0,25058.55078125
2018-02-20,25158.099609375,24829.0,25105.55078125,24874.400390625,0.0,24874.400390625
2018-02-21,24999.69921875,24796.349609375,24996.599609375,24936.69921875,0.0,24936.69921875
2018-02-22,24987.05078125,24781.69921875,24812.69921875,24955.19921875,0.0,24955.19921875
2018-02-23,25345.150390625,24962.849609375,25002.25,25302.5,0.0,25302.5
2018-02-26,25722.150390625,25381.19921875,25452.0,25687.900390625,0.0,25687.900390625
2018-02-27,25723.55078125,25356.400390625,25684.599609375,25383.599609375,0.0,25383.599609375
2018-02-28,25192.94921875,24942.0,25116.25,25107.400390625,0.0,25107.400390625
2018-03-01,25226.05078125,24854.400390625,25022.349609375,24902.55078125,0.0,24902.55078125
2018-03-05,24873.05078125,24682.0,24831.349609375,24818.69921875,134500.0,24818.69921875
2018-03-06,25040.25,24362.05078125,24964.099609375,24448.44921875,0.0,24448.44921875
2018-03-07,24373.400390625,24096.75,24333.849609375,24134.099609375,0.0,24134.099609375
2018-03-08,24534.5,24048.55078125,24273.900390625,24477.650390625,0.0,24477.650390625
2018-03-09,24564.75,24259.69921875,24556.94921875,24296.44921875,0.0,24296.44921875
2018-03-12,24716.05078125,24358.5,24443.599609375,24664.19921875,0.0,24664.19921875
2018-03-13,25009.650390625,24597.55078125,24624.599609375,24738.650390625,0.0,24738.650390625
